TIME;EVENT;APP;IFACE;DEST;DEST_APP;CHANNEL;MODE;RESULT;MS;SESSION;TRACE;FLOW;FAILURE
09/11/2026 14:04:01;EVT-0001208;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1302;SESS-56DD46D819;REQ-5E774E513553;Sales Order to Fulfillment;
09/12/2026 04:05:14;EVT-0001218;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;3155;SESS-2DFC498753;REQ-828BCA24831D;Demand Forecast to Supply Planning;
09/12/2026 07:18:32;EVT-0001246;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1619;SESS-2CE858270E;REQ-FFD8C512666E;Sales Order to Fulfillment;
09/14/2026 21:38:11;EVT-0001252;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;989;SESS-0E83D2E708;REQ-8B1C122528F3;Sales Order to Fulfillment;
09/10/2026 04:38:20;EVT-0001255;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1260;SESS-57F52775F9;REQ-75178D6921AB;Customer Demand to Planning;
09/16/2026 19:52:27;EVT-0001256;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1849;SESS-0DAD496AC2;REQ-183EBF683790;Demand Forecast to Supply Planning;
09/16/2026 13:36:44;EVT-0001259;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1514;SESS-F6DDB0DDA2;REQ-1D366EDB7DE9;Demand Forecast to Supply Planning;
09/13/2026 14:20:45;EVT-0001260;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1932;SESS-CFF5A33421;REQ-9600A80CDD91;Customer Demand to Planning;
09/11/2026 05:35:25;EVT-0001274;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2611;SESS-C3A259359C;REQ-76FC6E2C4E52;Demand Forecast to Supply Planning;
09/12/2026 20:46:33;EVT-0001275;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Retried;2485;SESS-1114FA1E7A;REQ-DE5D7DF2F118;Sales Order to Fulfillment;NET_CONN_003~Network~Connection reset by peer
09/10/2026 06:16:49;EVT-0001280;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2020;SESS-58E40FD7D3;REQ-ADA72684363F;Customer Demand to Planning;
09/10/2026 15:38:55;EVT-0001281;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Retried;6799;SESS-44EB16EC66;REQ-F31160791A38;Demand Forecast to Supply Planning;AUTH_401~Authentication~Service credential rejected
09/12/2026 10:22:42;EVT-0001288;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1482;SESS-BA1C7103EE;REQ-98751AE5BA97;Sales Order to Fulfillment;
09/11/2026 14:03:43;EVT-0001297;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2071;SESS-BFA01949EE;REQ-81BD4E79E6D9;Customer Demand to Planning;
09/10/2026 16:50:44;EVT-0001306;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1053;SESS-1981FD3621;REQ-355621932747;Sales Order to Fulfillment;
09/11/2026 16:25:43;EVT-0001318;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Retried;6653;SESS-627F19D9F1;REQ-FC6BFAEF0056;Customer Demand to Planning;AUTHZ_403~Authorization~Caller is not authorized
09/11/2026 04:13:14;EVT-0001333;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2971;SESS-79A1758BFF;REQ-7665CBF3B2A2;Customer Demand to Planning;
09/16/2026 15:59:37;EVT-0001341;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1091;SESS-A2BD306875;REQ-9DEBEBE40C31;Sales Order to Fulfillment;
09/13/2026 02:29:22;EVT-0001347;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1102;SESS-88E1A525AF;REQ-408D203D0980;Sales Order to Fulfillment;
09/12/2026 14:07:01;EVT-0001355;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1315;SESS-1914716717;REQ-ACDEBF3AEFD2;Sales Order to Fulfillment;
09/11/2026 14:27:52;EVT-0001366;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2071;SESS-47245C7065;REQ-7E41B882F8C3;Demand Forecast to Supply Planning;
09/14/2026 17:54:03;EVT-0001374;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Retried;4628;SESS-96D91BECC8;REQ-31C276931CED;Demand Forecast to Supply Planning;CAP_003~Capacity~Downstream service is at capacity
09/10/2026 13:23:39;EVT-0001379;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Rejected;18913;SESS-5AEAA97531;REQ-65C6B881F0C7;Customer Demand to Planning;CAP_003~Capacity~Downstream service is at capacity
09/15/2026 19:41:20;EVT-0001388;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Rejected;8969;SESS-3F9A810F97;REQ-9BBED165FCE3;Demand Forecast to Supply Planning;INFRA_008~Infrastructure~Runtime node unavailable
09/12/2026 07:26:58;EVT-0001390;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1641;SESS-B8506F6431;REQ-A8035631164F;Sales Order to Fulfillment;
09/14/2026 16:51:38;EVT-0001397;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1626;SESS-B91804C1C9;REQ-552EB749738A;Customer Demand to Planning;
09/10/2026 04:37:07;EVT-0001417;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Retried;3238;SESS-AD4C65BFEB;REQ-36BBFB5151CD;Sales Order to Fulfillment;CFG_017~Configuration~Interface configuration mismatch
09/14/2026 13:15:09;EVT-0001448;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;3512;SESS-0C223D0CFE;REQ-D0114E5359B8;Demand Forecast to Supply Planning;
09/12/2026 21:53:13;EVT-0001454;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1821;SESS-76395FFDD3;REQ-BA9AA398A9D8;Sales Order to Fulfillment;
09/16/2026 15:46:02;EVT-0001471;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;833;SESS-99B3D3C95E;REQ-A83921CBDF71;Sales Order to Fulfillment;
09/14/2026 16:11:39;EVT-0001474;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2156;SESS-18611A5C34;REQ-242139FA550D;Customer Demand to Planning;
09/11/2026 04:06:53;EVT-0001478;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2416;SESS-BF5CCB0D42;REQ-71ABA335A922;Demand Forecast to Supply Planning;
09/12/2026 23:49:44;EVT-0001497;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2488;SESS-A0A20AFACE;REQ-AD5E8C8C2816;Customer Demand to Planning;
09/10/2026 01:59:28;EVT-0001499;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1255;SESS-D6D07FAFF6;REQ-FC93F52AA969;Sales Order to Fulfillment;
09/10/2026 07:35:18;EVT-0001503;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2434;SESS-69B388BBB3;REQ-A512667065AB;Demand Forecast to Supply Planning;
09/15/2026 20:51:31;EVT-0001515;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2225;SESS-B59FB2B481;REQ-0EC7E4B2C004;Customer Demand to Planning;
09/16/2026 22:33:28;EVT-0001517;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1549;SESS-4378F24ED9;REQ-9974B2DF02A9;Sales Order to Fulfillment;
09/15/2026 11:29:39;EVT-0001539;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2961;SESS-FEEAE203DE;REQ-CB3164A8A52C;Demand Forecast to Supply Planning;
09/13/2026 11:30:48;EVT-0001542;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Rejected;16530;SESS-C2098C9A8F;REQ-7003336F3B4C;Customer Demand to Planning;INFRA_008~Infrastructure~Runtime node unavailable
09/11/2026 16:32:09;EVT-0001551;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1705;SESS-D4AC4D45C1;REQ-ED5A3F91C8A0;Customer Demand to Planning;
09/11/2026 01:24:20;EVT-0001552;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Retried;8336;SESS-6AB2BF0406;REQ-DB9838D03474;Customer Demand to Planning;TIME_004~Timeout~Downstream response exceeded SLA
09/13/2026 19:40:34;EVT-0001565;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2245;SESS-7663A2B023;REQ-5D09264D8874;Demand Forecast to Supply Planning;
09/16/2026 14:48:03;EVT-0001570;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2453;SESS-110F348BB2;REQ-6C9CAB637C06;Demand Forecast to Supply Planning;
09/14/2026 15:21:26;EVT-0001580;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Rejected;6827;SESS-F4912BCDFE;REQ-05312ECF20D7;Customer Demand to Planning;VAL_400~Validation~Required business field failed validation
09/14/2026 09:50:55;EVT-0001581;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2126;SESS-1AF76B765E;REQ-9E8AA21108E7;Demand Forecast to Supply Planning;
09/13/2026 08:21:31;EVT-0001582;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2669;SESS-7E4E53CA81;REQ-00906EA02ED0;Demand Forecast to Supply Planning;
09/10/2026 18:21:54;EVT-0001593;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1479;SESS-51A84A7928;REQ-C90FF9F799B5;Sales Order to Fulfillment;
09/16/2026 19:09:01;EVT-0001597;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Retried;2969;SESS-921DEFB001;REQ-C78B01451C76;Sales Order to Fulfillment;TIME_004~Timeout~Downstream response exceeded SLA
09/14/2026 17:17:58;EVT-0001599;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1712;SESS-3CAAFA48EC;REQ-2AAC960FB3E0;Demand Forecast to Supply Planning;
09/16/2026 23:19:50;EVT-0001601;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;909;SESS-5D7C8866F6;REQ-93717D7443F5;Sales Order to Fulfillment;
09/15/2026 01:23:41;EVT-0001606;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Rejected;11531;SESS-A1EE01B6AD;REQ-EFA90E493FDA;Customer Demand to Planning;AUTH_401~Authentication~Service credential rejected
09/11/2026 19:32:16;EVT-0001612;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2639;SESS-768C678857;REQ-DF7B690E50AE;Customer Demand to Planning;
09/11/2026 13:06:01;EVT-0001627;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1701;SESS-5FA0C026FE;REQ-779F48FCB97B;Sales Order to Fulfillment;
09/13/2026 13:03:07;EVT-0001633;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2425;SESS-EEABFB8C5D;REQ-8D7942D8FA34;Customer Demand to Planning;
09/15/2026 11:12:30;EVT-0001639;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1859;SESS-0D7CF7527B;REQ-611A748AE343;Demand Forecast to Supply Planning;
09/12/2026 00:36:38;EVT-0001648;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2239;SESS-34E66905CF;REQ-89C43395834D;Customer Demand to Planning;
09/14/2026 21:53:43;EVT-0001659;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1205;SESS-CF46275CF8;REQ-B764AFD31B55;Demand Forecast to Supply Planning;
09/10/2026 04:57:10;EVT-0001666;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Rejected;3680;SESS-7A7A27B352;REQ-2F1D51362C96;Sales Order to Fulfillment;NET_CONN_003~Network~Connection reset by peer
09/16/2026 05:17:19;EVT-0001671;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;957;SESS-D1C918A711;REQ-7F4A2A79CEA0;Sales Order to Fulfillment;
09/12/2026 06:24:56;EVT-0001680;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1564;SESS-657CCBB10E;REQ-8D5AA42C6044;Demand Forecast to Supply Planning;
09/15/2026 10:30:13;EVT-0001691;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1238;SESS-014D128F9F;REQ-66CB9711B954;Sales Order to Fulfillment;
09/15/2026 02:15:47;EVT-0001705;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1219;SESS-17A1015C34;REQ-9EC435C5DB28;Sales Order to Fulfillment;
09/10/2026 02:13:00;EVT-0001718;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1555;SESS-FBB66B7EFB;REQ-F4A65707A098;Sales Order to Fulfillment;
09/10/2026 05:40:00;EVT-0001723;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Retried;6285;SESS-BDDA10CB2F;REQ-97C4EE9721C6;Demand Forecast to Supply Planning;CFG_017~Configuration~Interface configuration mismatch
09/12/2026 00:12:49;EVT-0001738;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1162;SESS-4A0D803233;REQ-901D2F951155;Sales Order to Fulfillment;
09/14/2026 06:02:11;EVT-0001748;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Retried;6893;SESS-3B3BED15B5;REQ-3811B40F8952;Customer Demand to Planning;EXT_502~External Service~Downstream service returned 502
09/12/2026 22:35:29;EVT-0001762;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2213;SESS-9C3AF989BD;REQ-1B66F8AF2D85;Demand Forecast to Supply Planning;
09/12/2026 04:32:38;EVT-0001766;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2473;SESS-C0EEFF83A2;REQ-F4CD2F873E6B;Demand Forecast to Supply Planning;
09/13/2026 18:56:17;EVT-0001770;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2065;SESS-CAFDF48E72;REQ-FCDCD7646979;Customer Demand to Planning;
09/13/2026 16:56:58;EVT-0001774;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Retried;7335;SESS-C03BDB4E4D;REQ-36A1B82F8F31;Demand Forecast to Supply Planning;CFG_017~Configuration~Interface configuration mismatch
09/11/2026 11:39:26;EVT-0001782;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Retried;8257;SESS-A2B3AC42F3;REQ-B826FE900535;Demand Forecast to Supply Planning;VAL_400~Validation~Required business field failed validation
09/14/2026 01:59:44;EVT-0001783;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1786;SESS-09D731BFD2;REQ-A3980DD01803;Customer Demand to Planning;
09/13/2026 15:53:07;EVT-0001791;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1176;SESS-7EED7B4663;REQ-FC20CC02D709;Demand Forecast to Supply Planning;
09/15/2026 05:23:48;EVT-0001794;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;3162;SESS-76B0DACB15;REQ-037C28D57FE8;Customer Demand to Planning;
09/12/2026 02:52:24;EVT-0001824;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2675;SESS-F39187E7B1;REQ-07A3607A0060;Customer Demand to Planning;
09/14/2026 22:29:03;EVT-0001859;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1443;SESS-4365B9F675;REQ-74B98FB8407C;Sales Order to Fulfillment;
09/13/2026 17:10:46;EVT-0001861;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2352;SESS-F0777E01E4;REQ-DCE957A65F81;Demand Forecast to Supply Planning;
09/14/2026 11:11:58;EVT-0001885;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Retried;4376;SESS-8D46EE54CA;REQ-68F0E0BCDCC0;Demand Forecast to Supply Planning;AUTH_401~Authentication~Service credential rejected
09/13/2026 19:13:53;EVT-0001897;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Retried;3433;SESS-F40579B80A;REQ-098670F81FDD;Sales Order to Fulfillment;AUTH_401~Authentication~Service credential rejected
09/16/2026 08:05:17;EVT-0001904;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;3123;SESS-EFA5647301;REQ-D4BB7C5E3DEA;Customer Demand to Planning;
09/11/2026 00:37:10;EVT-0001908;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1077;SESS-BAA285E2F6;REQ-2105B78E4275;Sales Order to Fulfillment;
09/15/2026 05:57:32;EVT-0001919;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1289;SESS-349B82AFB1;REQ-5B11EC5C0EB7;Sales Order to Fulfillment;
09/14/2026 13:21:12;EVT-0001939;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;690;SESS-97843DE85E;REQ-E025157527C6;Demand Forecast to Supply Planning;
09/13/2026 20:39:51;EVT-0001941;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Rejected;5286;SESS-E9DB08A4FD;REQ-3F8A64289551;Demand Forecast to Supply Planning;CAP_003~Capacity~Downstream service is at capacity
09/14/2026 08:40:35;EVT-0001950;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1572;SESS-4AA4891C5D;REQ-172DE4B1A391;Sales Order to Fulfillment;
09/10/2026 02:01:54;EVT-0001963;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2771;SESS-E0B75BB538;REQ-81D112905964;Demand Forecast to Supply Planning;
09/15/2026 18:24:29;EVT-0001979;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1224;SESS-BF927C04D3;REQ-B09852E8CAFF;Sales Order to Fulfillment;
09/11/2026 07:12:50;EVT-0001982;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Rejected;9257;SESS-BEB2ECB57F;REQ-6151AD1E6752;Demand Forecast to Supply Planning;CFG_017~Configuration~Interface configuration mismatch
09/11/2026 03:11:02;EVT-0001994;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2338;SESS-629C9E4CEA;REQ-211D42445A75;Customer Demand to Planning;
09/15/2026 23:47:03;EVT-0002001;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Rejected;13203;SESS-5EC880FBE0;REQ-C0D8B1A92A61;Demand Forecast to Supply Planning;AUTH_401~Authentication~Service credential rejected
09/10/2026 20:50:24;EVT-0002003;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Retried;4620;SESS-6E67C24647;REQ-71775A7F9911;Demand Forecast to Supply Planning;DB_COMMIT_014~Database~Transaction commit failed
09/11/2026 22:33:18;EVT-0002009;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2393;SESS-646D308D8A;REQ-1DB06C84FAFE;Customer Demand to Planning;
09/15/2026 02:00:55;EVT-0002010;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Retried;2659;SESS-0200FE6697;REQ-6D7F90F070B4;Sales Order to Fulfillment;VAL_400~Validation~Required business field failed validation
09/12/2026 18:34:27;EVT-0002011;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2257;SESS-1E2C78D77C;REQ-CA869DB2C735;Demand Forecast to Supply Planning;
09/16/2026 06:36:03;EVT-0002023;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;3049;SESS-1D5745230F;REQ-E42419291CD2;Customer Demand to Planning;
09/10/2026 20:12:32;EVT-0002035;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Retried;3980;SESS-1CF16D847A;REQ-33298B82AA1C;Demand Forecast to Supply Planning;VAL_400~Validation~Required business field failed validation
09/16/2026 03:49:29;EVT-0002038;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2477;SESS-0E92361080;REQ-5770724E9432;Customer Demand to Planning;
09/16/2026 17:21:12;EVT-0002056;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1201;SESS-E332D7F5AE;REQ-A117EAEABBE6;Sales Order to Fulfillment;
09/16/2026 23:23:24;EVT-0002062;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2213;SESS-D24113E4E2;REQ-7AEDED83E9DA;Customer Demand to Planning;
09/12/2026 16:40:53;EVT-0002092;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1924;SESS-E30C432A8F;REQ-DA009B978A70;Demand Forecast to Supply Planning;
09/14/2026 06:51:36;EVT-0002107;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1466;SESS-61D1100AA6;REQ-57F5E5919895;Demand Forecast to Supply Planning;
09/14/2026 09:57:17;EVT-0002108;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1648;SESS-BFC1A9DCCC;REQ-7BB756CD484F;Sales Order to Fulfillment;
09/10/2026 16:06:39;EVT-0002112;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1802;SESS-44E929968A;REQ-CD0BDD8BEDE0;Sales Order to Fulfillment;
09/12/2026 20:14:24;EVT-0002118;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2558;SESS-497235AE04;REQ-9A2B3F366065;Customer Demand to Planning;
09/15/2026 08:06:08;EVT-0002131;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1644;SESS-0D3762DD93;REQ-6A62A187D78C;Demand Forecast to Supply Planning;
09/13/2026 11:03:29;EVT-0002137;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1276;SESS-F01E16F864;REQ-048136A294B6;Sales Order to Fulfillment;
09/11/2026 00:51:45;EVT-0002140;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2720;SESS-B8C06F9591;REQ-2E297F1421A3;Demand Forecast to Supply Planning;
09/16/2026 16:29:24;EVT-0002143;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;936;SESS-E493E81474;REQ-8929D39533CD;Customer Demand to Planning;
09/15/2026 21:37:48;EVT-0002153;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1813;SESS-90A6F0146C;REQ-90941EF2C701;Demand Forecast to Supply Planning;
09/14/2026 21:43:39;EVT-0002171;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1217;SESS-0ED6F2C338;REQ-DA8D3D0D7DF3;Sales Order to Fulfillment;
09/14/2026 05:53:37;EVT-0002175;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1821;SESS-856280C303;REQ-EBD5452536EE;Customer Demand to Planning;
09/16/2026 14:01:33;EVT-0002191;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1551;SESS-90298D9376;REQ-3EE06AD8BCB0;Sales Order to Fulfillment;
09/16/2026 18:32:03;EVT-0002218;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1340;SESS-19B790B529;REQ-14236C7E1DEB;Customer Demand to Planning;
09/14/2026 23:50:32;EVT-0002224;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2215;SESS-3C45870113;REQ-EC734A38C489;Customer Demand to Planning;
09/10/2026 20:50:58;EVT-0002239;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;3100;SESS-B0673D945C;REQ-27EFABD8F50B;Customer Demand to Planning;
09/15/2026 18:10:03;EVT-0002241;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Rejected;15467;SESS-E96E427E9A;REQ-1C1C02230F7B;Customer Demand to Planning;CFG_017~Configuration~Interface configuration mismatch
09/10/2026 19:14:09;EVT-0002272;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2877;SESS-C04AE905EB;REQ-A865C067186C;Customer Demand to Planning;
09/10/2026 01:05:29;EVT-0002273;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2121;SESS-84C29414F9;REQ-422C568D2D47;Customer Demand to Planning;
09/14/2026 00:39:32;EVT-0002283;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2488;SESS-C5CC0FEC7B;REQ-815B83B5FF8A;Customer Demand to Planning;
09/11/2026 00:34:56;EVT-0002286;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2754;SESS-45C5C93BA6;REQ-0B434517A58B;Demand Forecast to Supply Planning;
09/10/2026 22:36:15;EVT-0002288;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2835;SESS-01BED9A083;REQ-BEA04FCEC571;Customer Demand to Planning;
09/12/2026 23:47:09;EVT-0002302;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2167;SESS-4EAF409392;REQ-255502C52027;Demand Forecast to Supply Planning;
09/12/2026 13:36:12;EVT-0002307;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2337;SESS-A91E22D22C;REQ-E12B8AE0449D;Customer Demand to Planning;
09/14/2026 14:28:09;EVT-0002310;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Rejected;14082;SESS-D27D5316CA;REQ-E29020CFDB8F;Customer Demand to Planning;AUTHZ_403~Authorization~Caller is not authorized
09/10/2026 05:24:56;EVT-0002313;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2272;SESS-E006F472F0;REQ-D995D8B0E29D;Demand Forecast to Supply Planning;
