event_key,occurred_at,module,route_id,destination,transport,exchange,state_code,elapsed_seconds,session_ref,trace_id,fault
EVT-0001925,2026-09-10 15:16:57,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,8.155,SESS-A85F5371F1,REQ-F7A2F204D674,AUTH_401|Authentication|Service credential rejected
EVT-0001943,2026-09-15 23:28:19,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.541,SESS-39B059269B,REQ-E9D58083074C,
EVT-0001961,2026-09-14 14:40:43,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.329,SESS-6C6D164D65,REQ-5AC4CDE9D1C4,
EVT-0001973,2026-09-13 13:03:14,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.049,SESS-F8981EA190,REQ-92C800F64C42,
EVT-0001996,2026-09-12 23:50:15,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.964,SESS-90E229AEEB,REQ-BF57A0F52BA6,
EVT-0002002,2026-09-10 04:17:12,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.495,SESS-4F2B775EB8,REQ-45FDD10D193C,
EVT-0002007,2026-09-13 04:25:58,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.63,SESS-305BA4527A,REQ-92B69D645EB1,
EVT-0002021,2026-09-14 06:10:51,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.416,SESS-94CA9DFF7F,REQ-6FEB8C26FF6F,
EVT-0002050,2026-09-16 17:02:49,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.719,SESS-9B2AAA7FD4,REQ-407E95516201,
EVT-0002094,2026-09-10 08:00:27,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.924,SESS-8F7800BFA4,REQ-1CAA61EB959C,
EVT-0002097,2026-09-16 02:03:05,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.951,SESS-4003C7468A,REQ-610C5A4AFFEC,
EVT-0002099,2026-09-11 13:14:53,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.091,SESS-89676C2B6C,REQ-AF3AB22F59F9,
EVT-0002109,2026-09-13 04:39:03,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.408,SESS-AE292A6FF5,REQ-833C7CAA3AC6,
EVT-0002120,2026-09-11 01:17:31,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,12.639,SESS-A5A23978E7,REQ-AE4CBDD780D3,
EVT-0002128,2026-09-14 10:06:29,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,6.887,SESS-2BDAB9750B,REQ-ADA66B1B7533,
EVT-0002150,2026-09-16 08:36:37,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,12.459,SESS-3EAD764E36,REQ-1ABE546970C5,
EVT-0002152,2026-09-15 00:21:34,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.668,SESS-04564DA644,REQ-751DE5379765,
EVT-0002155,2026-09-11 03:02:52,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.298,SESS-80DD259DB2,REQ-EBDFF8FE2858,
EVT-0002161,2026-09-15 14:35:09,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,10.322,SESS-FFC45A4F65,REQ-79B0713AB0BF,
EVT-0002162,2026-09-12 18:20:37,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.781,SESS-15955D80DB,REQ-69B1696F65BE,
EVT-0002183,2026-09-16 17:43:26,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.106,SESS-8584CF2E78,REQ-D55783930C5A,
EVT-0002204,2026-09-10 10:43:47,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.533,SESS-F5CF805EF9,REQ-E033895FF0C1,
EVT-0002232,2026-09-12 05:55:17,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.825,SESS-35C91A3A7C,REQ-3C6C3020EB66,
EVT-0002242,2026-09-12 20:52:32,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,2.744,SESS-D3AB2C709C,REQ-DCBF93D7B374,
EVT-0002259,2026-09-11 07:15:30,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.092,SESS-B1F09B3FCB,REQ-A9097F9F6135,
EVT-0002264,2026-09-16 08:41:13,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,6.238,SESS-57C14CDA95,REQ-F3F5203A6BF5,
EVT-0002269,2026-09-11 13:48:47,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.03,SESS-F52F78121D,REQ-FE3D3C04F921,
EVT-0002277,2026-09-11 12:27:01,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.272,SESS-0C922C1D34,REQ-F735DC399A25,
EVT-0002299,2026-09-10 19:03:26,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.449,SESS-EA22B545AC,REQ-A68279B0DC81,
EVT-0002324,2026-09-16 22:10:48,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.844,SESS-897A22A261,REQ-5B448AAC84B8,
EVT-0002328,2026-09-10 10:31:51,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,7.443,SESS-2A47818FC5,REQ-C66591F8B1B7,EXT_502|External Service|Downstream service returned 502
EVT-0002332,2026-09-13 23:39:47,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,7.26,SESS-C8FDEB7E7E,REQ-B815AD3F89AB,AUTH_401|Authentication|Service credential rejected
EVT-0002357,2026-09-12 05:33:27,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.688,SESS-8DADCFFCB2,REQ-045ADCEE6990,
EVT-0002359,2026-09-12 14:17:00,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.21,SESS-3E33E6EBFE,REQ-C0D97D93A433,
EVT-0002368,2026-09-12 19:23:29,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,19.001,SESS-B70B58973F,REQ-9427B417D92D,
EVT-0002381,2026-09-10 14:43:28,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.604,SESS-57A56A8F7D,REQ-D25158CBB1C6,
EVT-0002413,2026-09-10 10:56:14,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,11.79,SESS-08828F414E,REQ-351800B54A1F,NET_CONN_003|Network|Connection reset by peer
EVT-0002429,2026-09-10 06:34:46,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,12.882,SESS-D50E6EB738,REQ-42C9A97934BF,
EVT-0002449,2026-09-16 23:35:46,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.064,SESS-6BEAF22296,REQ-D0934616266B,
EVT-0002472,2026-09-11 04:25:47,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.132,SESS-F7E4571117,REQ-908ECB4878FF,
EVT-0002474,2026-09-13 01:48:40,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,9,7.142,SESS-3F47336AD2,REQ-D678D1806BCA,NET_CONN_003|Network|Connection reset by peer
EVT-0002490,2026-09-10 23:20:03,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.773,SESS-2ED838FCE9,REQ-DA0C2C7CB153,
EVT-0002506,2026-09-14 19:06:54,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,2.377,SESS-7A2315752A,REQ-AD39DB0E1688,
EVT-0002521,2026-09-14 12:52:33,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,12.954,SESS-2E9B363C08,REQ-6CED681367F5,CAP_003|Capacity|Downstream service is at capacity
EVT-0002523,2026-09-16 06:24:56,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.605,SESS-21A0E55817,REQ-635D78C15505,
EVT-0002545,2026-09-10 16:54:38,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,10.319,SESS-2F25AA61A6,REQ-E39A783F613E,
EVT-0002551,2026-09-10 00:02:42,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.136,SESS-3343C5A97E,REQ-C23FB94C33E2,
EVT-0002553,2026-09-14 08:54:41,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.904,SESS-91CF08DA0D,REQ-C14E17C9FB78,
EVT-0002555,2026-09-10 02:21:06,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.452,SESS-C2D27D377F,REQ-A7880B3AD9A9,
EVT-0002564,2026-09-10 15:11:27,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.943,SESS-F7234A5941,REQ-F0B895E18681,
EVT-0002576,2026-09-16 06:36:35,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.299,SESS-3375566785,REQ-7961929947FA,
EVT-0002578,2026-09-16 21:43:53,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.627,SESS-41F03253C9,REQ-2F913DF203A0,
EVT-0002597,2026-09-13 13:22:42,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.043,SESS-99B6EED087,REQ-56FF8208646F,
EVT-0002607,2026-09-16 03:29:05,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,17.164,SESS-F652C5C1E8,REQ-1C1969B36AD6,
EVT-0002608,2026-09-13 06:48:19,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.984,SESS-0F68D23F0B,REQ-0EEA8A59009B,
EVT-0002611,2026-09-10 03:20:23,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,9,81.868,SESS-7CE04670BF,REQ-895A86192BFD,CFG_017|Configuration|Interface configuration mismatch
EVT-0002644,2026-09-13 01:16:36,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.929,SESS-25CB311636,REQ-FF798254B5B9,
EVT-0002646,2026-09-13 05:43:40,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,19.382,SESS-F30A942507,REQ-372256A65CB1,
EVT-0002664,2026-09-16 08:37:19,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.866,SESS-6B894A5132,REQ-D5347746E79C,
EVT-0002665,2026-09-12 04:42:27,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.599,SESS-5D38C2B9AB,REQ-3D022FE5E167,
EVT-0002669,2026-09-13 03:04:49,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.208,SESS-5D085ADF63,REQ-E1CBE61EF599,
EVT-0002670,2026-09-10 18:06:57,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.969,SESS-B7270611A9,REQ-A7BE66807269,
EVT-0002671,2026-09-14 21:43:36,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,18.723,SESS-8950309882,REQ-A63F79C494AE,
EVT-0002674,2026-09-13 17:35:41,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.212,SESS-1BAF8F75C4,REQ-F1A2C3E79E42,
EVT-0002683,2026-09-15 11:40:17,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.569,SESS-6D26B37BC1,REQ-91F91D8506F9,
EVT-0002687,2026-09-15 21:04:27,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,9.964,SESS-3F249C3B07,REQ-AB196E192EB1,AUTHZ_403|Authorization|Caller is not authorized
EVT-0002691,2026-09-10 01:58:28,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,12.602,SESS-2341E0BD59,REQ-449D019A7AB2,
EVT-0002697,2026-09-16 22:06:07,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.839,SESS-FAF5EC1683,REQ-79614EAEBFB6,
EVT-0002716,2026-09-15 17:48:20,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,9.448,SESS-9392433418,REQ-7B030746E86F,
EVT-0002719,2026-09-11 11:49:47,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,9,55.673,SESS-B0FA660409,REQ-D3FD8ABFCA6E,AUTHZ_403|Authorization|Caller is not authorized
EVT-0002722,2026-09-16 23:59:58,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,15.089,SESS-9436F4519E,REQ-5FD070B317CE,NET_CONN_003|Network|Connection reset by peer
EVT-0002724,2026-09-15 00:26:55,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.333,SESS-C1492D84E6,REQ-29227FEAB3AF,
EVT-0002744,2026-09-14 18:03:16,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.654,SESS-EB3AA8AB29,REQ-836F0CB1A657,
EVT-0002749,2026-09-14 04:50:27,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.868,SESS-32D8D9166F,REQ-F7171E9CE203,
EVT-0002751,2026-09-12 08:37:57,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,5,25.189,SESS-05B1A510AE,REQ-AAAD4951D2E4,CFG_017|Configuration|Interface configuration mismatch
EVT-0002793,2026-09-10 14:31:47,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,12.92,SESS-417B554A05,REQ-BC259FC61680,
EVT-0002820,2026-09-15 01:17:35,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.113,SESS-842CABD541,REQ-BA258CFE5814,
EVT-0002891,2026-09-12 14:30:26,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,5,49.438,SESS-0EA06C7F49,REQ-6D215D170F58,DB_COMMIT_014|Database|Transaction commit failed
EVT-0002893,2026-09-10 13:45:40,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.042,SESS-7F4D07DA26,REQ-111CC7E81292,
EVT-0002895,2026-09-14 18:13:51,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.938,SESS-2D28287B93,REQ-F50E90258C8F,
EVT-0002896,2026-09-12 21:54:13,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,9,29.442,SESS-E9E88A82A4,REQ-A82536BA23DF,VAL_400|Validation|Required business field failed validation
EVT-0002909,2026-09-14 07:11:35,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.237,SESS-6D971D5BBB,REQ-6AC55952778F,
EVT-0002915,2026-09-11 17:08:02,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,5,35.73,SESS-344CB8D309,REQ-FDDC04430271,DB_COMMIT_014|Database|Transaction commit failed
EVT-0002919,2026-09-10 11:56:15,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,16.978,SESS-8838DBEE37,REQ-A3558D371B9E,INFRA_008|Infrastructure|Runtime node unavailable
EVT-0002938,2026-09-10 10:26:16,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,9,45.066,SESS-42E67A5CAE,REQ-172A89E731A4,CAP_003|Capacity|Downstream service is at capacity
EVT-0002945,2026-09-11 21:27:35,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.811,SESS-42FB9AE4EE,REQ-E8D1EB6DAAE7,
EVT-0002965,2026-09-14 12:04:06,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.347,SESS-9464B557D8,REQ-49C84AC15E79,
EVT-0002968,2026-09-14 03:35:19,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,2.832,SESS-7A4A1954DC,REQ-38317AE474A9,
EVT-0002976,2026-09-11 21:19:58,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,17.277,SESS-9AFA197915,REQ-5FF24AA8238F,
EVT-0002986,2026-09-14 09:15:24,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.246,SESS-6ABF199D40,REQ-DEB4366373D3,
EVT-0003003,2026-09-10 02:55:23,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,16.424,SESS-94FBF16416,REQ-D44B746D3047,VAL_400|Validation|Required business field failed validation
EVT-0003006,2026-09-15 23:43:38,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,7.909,SESS-EA57263230,REQ-1A32D9C49147,
EVT-0003012,2026-09-14 01:48:01,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.057,SESS-E5033DA458,REQ-31BEC25F8ABE,
EVT-0003053,2026-09-11 14:33:19,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,18.165,SESS-1AE0DE5D82,REQ-7779F5E70088,
EVT-0003093,2026-09-12 06:40:13,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.052,SESS-4E4FFE0660,REQ-2D0B8F4FF336,
EVT-0003109,2026-09-16 23:57:39,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.503,SESS-9A64F4ECB4,REQ-B1F063C0B797,
EVT-0003128,2026-09-16 21:48:10,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.342,SESS-79AF7B26A3,REQ-9DB03FD699DC,
EVT-0003148,2026-09-15 05:15:38,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,7.509,SESS-7BD09974B8,REQ-BF0DB131688A,
EVT-0003157,2026-09-10 00:06:16,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,5,48.208,SESS-6888D2CA09,REQ-1151BB36844C,AUTHZ_403|Authorization|Caller is not authorized
EVT-0003160,2026-09-14 17:58:28,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,18.925,SESS-3A14B686E3,REQ-C5F7A43469FB,
EVT-0003188,2026-09-12 19:12:17,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,5,26.945,SESS-4F9B2C95ED,REQ-038B66385293,TIME_004|Timeout|Downstream response exceeded SLA
EVT-0003200,2026-09-11 10:49:32,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,17.533,SESS-68B036331A,REQ-0770383B9976,
EVT-0003202,2026-09-16 23:05:12,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.515,SESS-0A6D2CEEE4,REQ-768D3089D063,
EVT-0003244,2026-09-15 11:36:37,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.904,SESS-F88905B08C,REQ-9AC0075111AA,
EVT-0003261,2026-09-15 06:14:55,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,14.115,SESS-209B1B3BEF,REQ-4AE29CD4D7E1,NET_CONN_003|Network|Connection reset by peer
EVT-0003277,2026-09-14 15:20:03,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,12.318,SESS-5D173201F1,REQ-EDAAE6FBDDC7,
EVT-0003290,2026-09-12 06:09:52,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,17.357,SESS-4AF0945807,REQ-517E050A49DC,AUTHZ_403|Authorization|Caller is not authorized
EVT-0003296,2026-09-11 19:31:48,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,8.422,SESS-53AC1D1554,REQ-DD4ACFA48630,CFG_017|Configuration|Interface configuration mismatch
EVT-0003306,2026-09-10 08:50:50,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.017,SESS-AA5FE821C4,REQ-5D20D9D05DAA,
EVT-0003308,2026-09-12 02:27:26,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,17.368,SESS-5B5FDA4A6B,REQ-4C21D53A6A1D,
EVT-0003313,2026-09-14 18:15:53,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,9.788,SESS-1214CE2504,REQ-5C7512BE27CB,
EVT-0003341,2026-09-13 09:22:22,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.019,SESS-105BAFE810,REQ-6101988AAA0E,
EVT-0003368,2026-09-16 17:38:42,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.592,SESS-7512DE8497,REQ-391DFAA2EBAC,
EVT-0003389,2026-09-14 20:12:41,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.499,SESS-E2AEAE5708,REQ-8D41D87C9B01,
EVT-0003412,2026-09-11 17:51:17,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.63,SESS-54018532C2,REQ-91719E1B368E,
EVT-0003415,2026-09-14 22:43:27,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,6.789,SESS-E19A646FDC,REQ-C500CC8C391F,
EVT-0003420,2026-09-10 21:02:52,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,18.349,SESS-792CA6376B,REQ-6217DB098829,
EVT-0003442,2026-09-10 00:56:33,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.269,SESS-D877ED5C07,REQ-F6A68072635F,
EVT-0003467,2026-09-12 03:50:34,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.154,SESS-5B810B2B61,REQ-174F3DF87ABD,
EVT-0003482,2026-09-13 01:05:07,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,5,45.9,SESS-5212B1D236,REQ-D67263C5D0F7,VAL_400|Validation|Required business field failed validation
EVT-0003490,2026-09-12 06:00:54,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.662,SESS-6547B3ACCF,REQ-BBB0819EBBDD,
EVT-0003498,2026-09-12 00:28:54,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.451,SESS-2C4D69BF2C,REQ-34C78A9FA339,
EVT-0003501,2026-09-15 07:02:27,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,15.37,SESS-A70A7C56D6,REQ-C9191FCB1477,
EVT-0003543,2026-09-10 17:02:32,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.981,SESS-288BD2BBE8,REQ-0FB19DF41E80,
EVT-0003544,2026-09-14 02:14:41,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.61,SESS-A579390AA5,REQ-7621AAB4CDB3,
EVT-0003547,2026-09-11 12:22:08,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.352,SESS-F075A707A3,REQ-EAE8808D4A7C,
EVT-0003549,2026-09-15 17:45:25,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,18.786,SESS-B40991FCCC,REQ-02DEBD75D649,
EVT-0003567,2026-09-16 21:13:09,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.887,SESS-6ECF0B604C,REQ-0B4090BB9D11,
EVT-0003568,2026-09-15 01:01:30,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,17.56,SESS-E793C612DF,REQ-2F928AF2879A,
EVT-0003571,2026-09-11 04:36:37,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.028,SESS-C6E3EE44C1,REQ-14E89D759D98,
EVT-0003574,2026-09-11 23:12:44,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.898,SESS-9D83C9BD2B,REQ-7821EC936922,
EVT-0003588,2026-09-16 06:19:37,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,6.515,SESS-2BBDCBF9B6,REQ-722702A27700,
EVT-0003601,2026-09-11 22:21:46,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.162,SESS-1E3238DF24,REQ-569B56ED0A9C,
EVT-0003634,2026-09-13 08:58:44,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.425,SESS-D6EB321C83,REQ-FA875F41B7C0,
EVT-0003644,2026-09-16 07:57:55,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,15.71,SESS-CFE095DF1B,REQ-8977F10856A6,
EVT-0003646,2026-09-14 21:02:08,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.4,SESS-A432EA6048,REQ-22EBD1F7154E,
EVT-0003666,2026-09-13 19:59:58,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,10.011,SESS-8D1F27351A,REQ-3EF12A928804,
EVT-0003679,2026-09-14 08:34:15,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.308,SESS-9894AFF65B,REQ-97CDE816BFCB,
EVT-0003681,2026-09-10 16:55:37,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,13.59,SESS-B23D8EBF89,REQ-69B4E6A2BB40,EXT_502|External Service|Downstream service returned 502
EVT-0003749,2026-09-12 19:10:31,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,15.498,SESS-46554F7E22,REQ-984DB8E15CAB,
EVT-0003755,2026-09-15 01:23:20,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,9.914,SESS-9A94481F5E,REQ-CC9D2E0570CA,
EVT-0003768,2026-09-10 20:48:17,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,15.029,SESS-3E610C7F18,REQ-CFC49777F342,
EVT-0003784,2026-09-15 17:28:37,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.588,SESS-81EEBABAEA,REQ-6FD3688CA99E,
EVT-0003816,2026-09-14 05:24:07,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,15.185,SESS-2BD49634C6,REQ-10CBBB3D0B5D,
EVT-0003842,2026-09-13 14:10:27,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.755,SESS-C8F0BCCAAA,REQ-F405ADA132D3,
EVT-0003844,2026-09-11 20:23:33,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,8.717,SESS-39E0CCC178,REQ-8C2199E231E7,INFRA_008|Infrastructure|Runtime node unavailable
