Date,InterfaceID,priority_weight,process_impact_weight,frequency,days_to_quarter_end,close_calendar_multiplier,CoIF
2025-01-29,IF_PRC_001,60,70,40,61,1.0,58.64
2025-01-29,IF_PRC_002,25,55,10,61,1.0,33.73
2025-01-29,IF_PRC_003,5,15,16,61,1.0,21.23
2025-01-29,IF_ASM_001,60,85,31,61,1.0,58.16
2025-01-29,IF_ASM_002,60,80,134,61,1.0,65.49
2025-01-29,IF_DLV_001,100,100,22,61,1.0,71.22
2025-01-30,IF_ORD_001,100,90,56,60,1.0,71.36
2025-01-30,IF_PAY_001,100,100,36,60,1.0,70.53
2025-01-30,IF_PAY_002,25,30,16,60,1.0,25.6
2025-01-30,IF_ORD_002,100,90,20,60,1.0,70.23
2025-01-30,IF_ORD_003,60,80,23,60,1.0,51.38
2025-01-30,IF_MFG_001,60,75,42,60,1.0,53.11
2025-01-30,IF_MFG_002,25,65,12,60,1.0,35.8
2025-01-30,IF_MFG_003,25,35,8,60,1.0,25.44
2025-01-30,IF_MFG_004,5,20,8,60,1.0,16.72
2025-01-30,IF_PRC_001,60,70,36,60,1.0,52.08
2025-01-30,IF_PRC_002,25,55,23,60,1.0,36.28
2025-01-30,IF_PRC_003,5,15,7,60,1.0,17.19
2025-01-30,IF_ASM_001,60,85,25,60,1.0,57.1
2025-01-30,IF_ASM_002,60,80,21,60,1.0,53.93
2025-01-30,IF_DLV_001,100,100,33,60,1.0,77.45
2025-01-31,IF_ORD_001,100,90,44,59,1.0,75.66
2025-01-31,IF_PAY_001,100,100,54,59,1.0,68.68
2025-01-31,IF_PAY_002,25,30,14,59,1.0,20.4
2025-01-31,IF_ORD_002,100,90,50,59,1.0,73.26
2025-01-31,IF_ORD_003,60,80,15,59,1.0,52.07
2025-01-31,IF_MFG_001,60,75,21,59,1.0,52.53
2025-01-31,IF_MFG_002,25,65,20,59,1.0,38.06
2025-01-31,IF_MFG_003,25,35,15,59,1.0,28.23
2025-01-31,IF_MFG_004,5,20,7,59,1.0,20.61
2025-01-31,IF_PRC_001,60,70,22,59,1.0,51.38
2025-01-31,IF_PRC_002,25,55,16,59,1.0,40.09
2025-01-31,IF_PRC_003,5,15,9,59,1.0,14.59
2025-01-31,IF_ASM_001,60,85,26,59,1.0,57.68
2025-01-31,IF_ASM_002,60,80,22,59,1.0,53.6
2025-01-31,IF_DLV_001,100,100,52,59,1.0,72.49
2025-02-01,IF_ORD_001,100,90,43,58,1.001,70.21
2025-02-01,IF_PAY_001,100,100,25,58,1.001,77.26
2025-02-01,IF_PAY_002,25,30,22,58,1.001,33.22
2025-02-01,IF_ORD_002,100,90,55,58,1.001,71.33
2025-02-01,IF_ORD_003,60,80,19,58,1.001,56.85
2025-02-01,IF_MFG_001,60,75,32,58,1.001,53.6
2025-02-01,IF_MFG_002,25,65,19,58,1.001,39.57
2025-02-01,IF_MFG_003,25,35,26,58,1.001,28.73
2025-02-01,IF_MFG_004,5,20,14,58,1.001,20.68
2025-02-01,IF_PRC_001,60,70,28,58,1.001,48.87
2025-02-01,IF_PRC_002,25,55,23,58,1.001,39.34
2025-02-01,IF_PRC_003,5,15,11,58,1.001,16.05
2025-02-01,IF_ASM_001,60,85,32,58,1.001,57.54
2025-02-01,IF_ASM_002,60,80,32,58,1.001,63.05
2025-02-01,IF_DLV_001,100,100,35,58,1.001,76.07
2025-02-02,IF_ORD_001,100,90,24,57,1.001,69.88
2025-02-02,IF_PAY_001,100,100,26,57,1.001,72.54
2025-02-02,IF_PAY_002,25,30,11,57,1.001,33.03
2025-02-02,IF_ORD_002,100,90,29,57,1.001,67.81
2025-02-02,IF_ORD_003,60,80,42,57,1.001,53.67
2025-02-02,IF_MFG_001,60,75,31,57,1.001,56.48
2025-02-02,IF_MFG_002,25,65,9,57,1.001,35.76
2025-02-02,IF_MFG_003,25,35,15,57,1.001,29.08
2025-02-02,IF_MFG_004,5,20,7,57,1.001,17.09
2025-02-02,IF_PRC_001,60,70,37,57,1.001,47.5
2025-02-02,IF_PRC_002,25,55,11,57,1.001,34.79
2025-02-02,IF_PRC_003,5,15,12,57,1.001,17.96
2025-02-02,IF_ASM_001,60,85,32,57,1.001,53.24
2025-02-02,IF_ASM_002,60,80,29,57,1.001,51.33
2025-02-02,IF_DLV_001,100,100,132,57,1.001,79.9
2025-02-03,IF_ORD_001,100,90,34,56,1.001,74.38
2025-02-03,IF_PAY_001,100,100,25,56,1.001,72.87
2025-02-03,IF_PAY_002,25,30,13,56,1.001,28.75
2025-02-03,IF_ORD_002,100,90,20,56,1.001,69.32
2025-02-03,IF_ORD_003,60,80,20,56,1.001,52.09
2025-02-03,IF_MFG_001,60,75,34,56,1.001,55.19
2025-02-03,IF_MFG_002,25,65,16,56,1.001,37.1
2025-02-03,IF_MFG_003,25,35,18,56,1.001,33.4
2025-02-03,IF_MFG_004,5,20,11,56,1.001,18.6
2025-02-03,IF_PRC_001,60,70,32,56,1.001,51.47
2025-02-03,IF_PRC_002,25,55,21,56,1.001,39.08
2025-02-03,IF_PRC_003,5,15,16,56,1.001,21.28
2025-02-03,IF_ASM_001,60,85,36,56,1.001,58.48
2025-02-03,IF_ASM_002,60,80,24,56,1.001,55.78
2025-02-03,IF_DLV_001,100,100,45,56,1.001,80.82
2025-02-04,IF_ORD_001,100,90,60,55,1.001,73.05
2025-02-04,IF_PAY_001,100,100,46,55,1.001,69.75
2025-02-04,IF_PAY_002,25,30,18,55,1.001,26.62
2025-02-04,IF_ORD_002,100,90,44,55,1.001,71.37
2025-02-04,IF_ORD_003,60,80,24,55,1.001,49.67
2025-02-04,IF_MFG_001,60,75,30,55,1.001,57.69
2025-02-04,IF_MFG_002,25,65,9,55,1.001,33.45
2025-02-04,IF_MFG_003,25,35,9,55,1.001,31.62
2025-02-04,IF_MFG_004,5,20,12,55,1.001,18.25
2025-02-04,IF_PRC_001,60,70,25,55,1.001,56.8
2025-02-04,IF_PRC_002,25,55,10,55,1.001,33.4
2025-02-04,IF_PRC_003,5,15,8,55,1.001,9.11
2025-02-04,IF_ASM_001,60,85,19,55,1.001,55.17
2025-02-04,IF_ASM_002,60,80,32,55,1.001,58.44
2025-02-04,IF_DLV_001,100,100,34,55,1.001,69.17
2025-02-05,IF_ORD_001,100,90,66,54,1.001,75.43
2025-02-05,IF_PAY_001,100,100,56,54,1.001,73.38
2025-02-05,IF_PAY_002,25,30,12,54,1.001,24.89
2025-02-05,IF_ORD_002,100,90,43,54,1.001,65.46
2025-02-05,IF_ORD_003,60,80,31,54,1.001,55.05
2025-02-05,IF_MFG_001,60,75,31,54,1.001,54.47
2025-02-05,IF_MFG_002,25,65,16,54,1.001,33.58
2025-02-05,IF_MFG_003,25,35,18,54,1.001,32.77
2025-02-05,IF_MFG_004,5,20,5,54,1.001,18.84
2025-02-05,IF_PRC_001,60,70,30,54,1.001,50.27
2025-02-05,IF_PRC_002,25,55,23,54,1.001,38.42
2025-02-05,IF_PRC_003,5,15,15,54,1.001,20.72
2025-02-05,IF_ASM_001,60,85,27,54,1.001,58.73
2025-02-05,IF_ASM_002,60,80,38,54,1.001,51.43
2025-02-05,IF_DLV_001,100,100,39,54,1.001,71.89
2025-02-06,IF_ORD_001,100,90,69,53,1.001,74.27
2025-02-06,IF_PAY_001,100,100,57,53,1.001,74.55
2025-02-06,IF_PAY_002,25,30,28,53,1.001,31.83
2025-02-06,IF_ORD_002,100,90,59,53,1.001,76.06
2025-02-06,IF_ORD_003,60,80,29,53,1.001,54.44
2025-02-06,IF_MFG_001,60,75,33,53,1.001,57.67
2025-02-06,IF_MFG_002,25,65,24,53,1.001,38.21
2025-02-06,IF_MFG_003,25,35,18,53,1.001,25.32
2025-02-06,IF_MFG_004,5,20,15,53,1.001,23.67
2025-02-06,IF_PRC_001,60,70,22,53,1.001,49.98
2025-02-06,IF_PRC_002,25,55,15,53,1.001,36.69
2025-02-06,IF_PRC_003,5,15,16,53,1.001,20.59
2025-02-06,IF_ASM_001,60,85,25,53,1.001,61.03
2025-02-06,IF_ASM_002,60,80,32,53,1.001,52.54
2025-02-06,IF_DLV_001,100,100,39,53,1.001,71.19
2025-02-07,IF_ORD_001,100,90,52,52,1.001,78.08
2025-02-07,IF_PAY_001,100,100,40,52,1.001,75.55
2025-02-07,IF_PAY_002,25,30,21,52,1.001,29.7
2025-02-07,IF_ORD_002,100,90,30,52,1.001,72.85
2025-02-07,IF_ORD_003,60,80,34,52,1.001,59.48
2025-02-07,IF_MFG_001,60,75,39,52,1.001,58.33
2025-02-07,IF_MFG_002,25,65,16,52,1.001,37.52
2025-02-07,IF_MFG_003,25,35,16,52,1.001,27.62
2025-02-07,IF_MFG_004,5,20,3,52,1.001,17.17
2025-02-07,IF_PRC_001,60,70,25,52,1.001,51.64
2025-02-07,IF_PRC_002,25,55,29,52,1.001,42.7
2025-02-07,IF_PRC_003,5,15,11,52,1.001,15.55
2025-02-07,IF_ASM_001,60,85,147,52,1.001,63.24
2025-02-07,IF_ASM_002,60,80,24,52,1.001,54.98
2025-02-07,IF_DLV_001,100,100,38,52,1.001,82.57
2025-02-08,IF_ORD_001,100,90,41,51,1.001,70.91
2025-02-08,IF_PAY_001,100,100,38,51,1.001,72.66
2025-02-08,IF_PAY_002,25,30,17,51,1.001,28.82
2025-02-08,IF_ORD_002,100,90,27,51,1.001,70.33
2025-02-08,IF_ORD_003,60,80,34,51,1.001,61.95
2025-02-08,IF_MFG_001,60,75,31,51,1.001,53.82
2025-02-08,IF_MFG_002,25,65,22,51,1.001,45.71
2025-02-08,IF_MFG_003,25,35,17,51,1.001,29.05
2025-02-08,IF_MFG_004,5,20,10,51,1.001,19.83
2025-02-08,IF_PRC_001,60,70,43,51,1.001,55.86
2025-02-08,IF_PRC_002,25,55,16,51,1.001,37.18
2025-02-08,IF_PRC_003,5,15,18,51,1.001,20.13
2025-02-08,IF_ASM_001,60,85,34,51,1.001,55.82
2025-02-08,IF_ASM_002,60,80,18,51,1.001,52.85
2025-02-08,IF_DLV_001,100,100,45,51,1.001,75.83
2025-02-09,IF_ORD_001,100,90,46,50,1.002,74.31
2025-02-09,IF_PAY_001,100,100,29,50,1.002,69.91
2025-02-09,IF_PAY_002,25,30,24,50,1.002,28.58
2025-02-09,IF_ORD_002,100,90,25,50,1.002,63.67
2025-02-09,IF_ORD_003,60,80,35,50,1.002,61.59
2025-02-09,IF_MFG_001,60,75,28,50,1.002,61.32
2025-02-09,IF_MFG_002,25,65,16,50,1.002,40.29
2025-02-09,IF_MFG_003,25,35,13,50,1.002,33.65
2025-02-09,IF_MFG_004,5,20,16,50,1.002,20.2
2025-02-09,IF_PRC_001,60,70,44,50,1.002,56.49
2025-02-09,IF_PRC_002,25,55,18,50,1.002,40.3
2025-02-09,IF_PRC_003,5,15,7,50,1.002,12.18
2025-02-09,IF_ASM_001,60,85,33,50,1.002,52.53
2025-02-09,IF_ASM_002,60,80,46,50,1.002,60.75
2025-02-09,IF_DLV_001,100,100,32,50,1.002,69.86
2025-02-10,IF_ORD_001,100,90,40,49,1.002,72.3
2025-02-10,IF_PAY_001,100,100,70,49,1.002,68.58
2025-02-10,IF_PAY_002,25,30,20,49,1.002,31.39
2025-02-10,IF_ORD_002,100,90,54,49,1.002,67.17
2025-02-10,IF_ORD_003,60,80,18,49,1.002,59.79
2025-02-10,IF_MFG_001,60,75,11,49,1.002,47.8
2025-02-10,IF_MFG_002,25,65,20,49,1.002,40.38
2025-02-10,IF_MFG_003,25,35,14,49,1.002,30.06
2025-02-10,IF_MFG_004,5,20,17,49,1.002,20.9
2025-02-10,IF_PRC_001,60,70,41,49,1.002,52.88
2025-02-10,IF_PRC_002,25,55,22,49,1.002,37.6
2025-02-10,IF_PRC_003,5,15,10,49,1.002,17.22
2025-02-10,IF_ASM_001,60,85,48,49,1.002,61.65
2025-02-10,IF_ASM_002,60,80,31,49,1.002,55.84
2025-02-10,IF_DLV_001,100,100,47,49,1.002,75.94
2025-02-11,IF_ORD_001,100,90,51,48,1.002,67.8
2025-02-11,IF_PAY_001,100,100,28,48,1.002,71.03
2025-02-11,IF_PAY_002,25,30,22,48,1.002,29.09
2025-02-11,IF_ORD_002,100,90,45,48,1.002,76.51
2025-02-11,IF_ORD_003,60,80,35,48,1.002,56.01
2025-02-11,IF_MFG_001,60,75,39,48,1.002,50.03
2025-02-11,IF_MFG_002,25,65,20,48,1.002,39.99
2025-02-11,IF_MFG_003,25,35,26,48,1.002,26.38
2025-02-11,IF_MFG_004,5,20,8,48,1.002,21.08
2025-02-11,IF_PRC_001,60,70,22,48,1.002,51.16
2025-02-11,IF_PRC_002,25,55,11,48,1.002,31.97
2025-02-11,IF_PRC_003,5,15,5,48,1.002,8.97
2025-02-11,IF_ASM_001,60,85,20,48,1.002,58.83
2025-02-11,IF_ASM_002,60,80,35,48,1.002,57.08
2025-02-11,IF_DLV_001,100,100,42,48,1.002,69.8
2025-02-12,IF_ORD_001,100,90,118,47,1.002,78.09
2025-02-12,IF_PAY_001,100,100,34,47,1.002,77.31
2025-02-12,IF_PAY_002,25,30,16,47,1.002,27.3
2025-02-12,IF_ORD_002,100,90,42,47,1.002,70.79
2025-02-12,IF_ORD_003,60,80,33,47,1.002,56.44
2025-02-12,IF_MFG_001,60,75,21,47,1.002,58.05
2025-02-12,IF_MFG_002,25,65,11,47,1.002,35.51
2025-02-12,IF_MFG_003,25,35,25,47,1.002,31.47
2025-02-12,IF_MFG_004,5,20,3,47,1.002,10.29
2025-02-12,IF_PRC_001,60,70,20,47,1.002,48.74
2025-02-12,IF_PRC_002,25,55,25,47,1.002,39.06
2025-02-12,IF_PRC_003,5,15,13,47,1.002,18.59
2025-02-12,IF_ASM_001,60,85,10,47,1.002,49.1
2025-02-12,IF_ASM_002,60,80,25,47,1.002,54.8
2025-02-12,IF_DLV_001,100,100,64,47,1.002,75.12
2025-02-13,IF_ORD_001,100,90,43,46,1.003,65.26
2025-02-13,IF_PAY_001,100,100,24,46,1.003,69.76
2025-02-13,IF_PAY_002,25,30,20,46,1.003,27.74
2025-02-13,IF_ORD_002,100,90,33,46,1.003,68.17
2025-02-13,IF_ORD_003,60,80,31,46,1.003,52.2
2025-02-13,IF_MFG_001,60,75,28,46,1.003,57.94
2025-02-13,IF_MFG_002,25,65,14,46,1.003,42.14
2025-02-13,IF_MFG_003,25,35,72,46,1.003,40.94
2025-02-13,IF_MFG_004,5,20,9,46,1.003,18.84
2025-02-13,IF_PRC_001,60,70,28,46,1.003,50.02
2025-02-13,IF_PRC_002,25,55,23,46,1.003,36.55
2025-02-13,IF_PRC_003,5,15,12,46,1.003,12.68
2025-02-13,IF_ASM_001,60,85,18,46,1.003,53.32
2025-02-13,IF_ASM_002,60,80,29,46,1.003,59.83
2025-02-13,IF_DLV_001,100,100,21,46,1.003,69.31
2025-02-14,IF_ORD_001,100,90,33,45,1.003,72.71
2025-02-14,IF_PAY_001,100,100,37,45,1.003,77.33
2025-02-14,IF_PAY_002,25,30,27,45,1.003,29.79
2025-02-14,IF_ORD_002,100,90,64,45,1.003,75.93
2025-02-14,IF_ORD_003,60,80,26,45,1.003,59.05
2025-02-14,IF_MFG_001,60,75,30,45,1.003,56.33
2025-02-14,IF_MFG_002,25,65,9,45,1.003,38.28
2025-02-14,IF_MFG_003,25,35,19,45,1.003,32.62
2025-02-14,IF_MFG_004,5,20,5,45,1.003,21.79
2025-02-14,IF_PRC_001,60,70,22,45,1.003,53.01
2025-02-14,IF_PRC_002,25,55,13,45,1.003,31.03
2025-02-14,IF_PRC_003,5,15,14,45,1.003,22.22
2025-02-14,IF_ASM_001,60,85,35,45,1.003,55.35
2025-02-14,IF_ASM_002,60,80,36,45,1.003,53.24
2025-02-14,IF_DLV_001,100,100,51,45,1.003,74.54
2025-02-15,IF_ORD_001,100,90,52,44,1.004,73.75
2025-02-15,IF_PAY_001,100,100,41,44,1.004,79.85
2025-02-15,IF_PAY_002,25,30,7,44,1.004,22.38
2025-02-15,IF_ORD_002,100,90,41,44,1.004,68.27
2025-02-15,IF_ORD_003,60,80,42,44,1.004,53.9
2025-02-15,IF_MFG_001,60,75,20,44,1.004,49.73
2025-02-15,IF_MFG_002,25,65,12,44,1.004,36.16
2025-02-15,IF_MFG_003,25,35,26,44,1.004,33.11
2025-02-15,IF_MFG_004,5,20,9,44,1.004,16.07
2025-02-15,IF_PRC_001,60,70,18,44,1.004,47.93
2025-02-15,IF_PRC_002,25,55,16,44,1.004,40.56
2025-02-15,IF_PRC_003,5,15,6,44,1.004,14.36
2025-02-15,IF_ASM_001,60,85,35,44,1.004,56.16
2025-02-15,IF_ASM_002,60,80,24,44,1.004,51.85
2025-02-15,IF_DLV_001,100,100,27,44,1.004,73.28
2025-02-16,IF_ORD_001,100,90,32,43,1.004,70.92
2025-02-16,IF_PAY_001,100,100,50,43,1.004,71.74
2025-02-16,IF_PAY_002,25,30,14,43,1.004,29.34
2025-02-16,IF_ORD_002,100,90,31,43,1.004,68.65
2025-02-16,IF_ORD_003,60,80,18,43,1.004,50.53
2025-02-16,IF_MFG_001,60,75,36,43,1.004,54.31
2025-02-16,IF_MFG_002,25,65,20,43,1.004,38.63
2025-02-16,IF_MFG_003,25,35,15,43,1.004,31.87
2025-02-16,IF_MFG_004,5,20,11,43,1.004,21.46
2025-02-16,IF_PRC_001,60,70,17,43,1.004,51.62
2025-02-16,IF_PRC_002,25,55,17,43,1.004,31.46
2025-02-16,IF_PRC_003,5,15,8,43,1.004,21.85
2025-02-16,IF_ASM_001,60,85,41,43,1.004,52.51
2025-02-16,IF_ASM_002,60,80,30,43,1.004,56.9
2025-02-16,IF_DLV_001,100,100,42,43,1.004,75.05
2025-02-17,IF_ORD_001,100,90,25,42,1.005,67.0
2025-02-17,IF_PAY_001,100,100,50,42,1.005,75.48
2025-02-17,IF_PAY_002,25,30,17,42,1.005,27.76
2025-02-17,IF_ORD_002,100,90,33,42,1.005,70.48
2025-02-17,IF_ORD_003,60,80,31,42,1.005,50.5
2025-02-17,IF_MFG_001,60,75,29,42,1.005,56.81
2025-02-17,IF_MFG_002,25,65,11,42,1.005,39.23
2025-02-17,IF_MFG_003,25,35,19,42,1.005,26.87
2025-02-17,IF_MFG_004,5,20,12,42,1.005,17.47
2025-02-17,IF_PRC_001,60,70,27,42,1.005,55.1
2025-02-17,IF_PRC_002,25,55,19,42,1.005,41.49
2025-02-17,IF_PRC_003,5,15,9,42,1.005,17.67
2025-02-17,IF_ASM_001,60,85,29,42,1.005,58.23
2025-02-17,IF_ASM_002,60,80,23,42,1.005,59.2
2025-02-17,IF_DLV_001,100,100,46,42,1.005,76.53
2025-02-18,IF_ORD_001,100,90,38,41,1.006,68.51
2025-02-18,IF_PAY_001,100,100,65,41,1.006,69.56
2025-02-18,IF_PAY_002,25,30,25,41,1.006,28.45
2025-02-18,IF_ORD_002,100,90,49,41,1.006,75.67
2025-02-18,IF_ORD_003,60,80,31,41,1.006,59.89
2025-02-18,IF_MFG_001,60,75,10,41,1.006,47.41
2025-02-18,IF_MFG_002,25,65,10,41,1.006,37.19
2025-02-18,IF_MFG_003,25,35,20,41,1.006,34.97
2025-02-18,IF_MFG_004,5,20,13,41,1.006,25.36
2025-02-18,IF_PRC_001,60,70,29,41,1.006,48.72
2025-02-18,IF_PRC_002,25,55,18,41,1.006,31.27
2025-02-18,IF_PRC_003,5,15,12,41,1.006,18.55
2025-02-18,IF_ASM_001,60,85,23,41,1.006,49.9
2025-02-18,IF_ASM_002,60,80,24,41,1.006,57.19
2025-02-18,IF_DLV_001,100,100,34,41,1.006,73.36
2025-02-19,IF_ORD_001,100,90,52,40,1.007,72.04
2025-02-19,IF_PAY_001,100,100,35,40,1.007,77.88
2025-02-19,IF_PAY_002,25,30,14,40,1.007,27.88
2025-02-19,IF_ORD_002,100,90,189,40,1.007,82.96
2025-02-19,IF_ORD_003,60,80,23,40,1.007,48.5
2025-02-19,IF_MFG_001,60,75,39,40,1.007,52.46
2025-02-19,IF_MFG_002,25,65,13,40,1.007,37.86
2025-02-19,IF_MFG_003,25,35,22,40,1.007,32.97
2025-02-19,IF_MFG_004,5,20,6,40,1.007,15.08
2025-02-19,IF_PRC_001,60,70,18,40,1.007,48.4
2025-02-19,IF_PRC_002,25,55,21,40,1.007,39.67
2025-02-19,IF_PRC_003,5,15,7,40,1.007,13.8
2025-02-19,IF_ASM_001,60,85,21,40,1.007,55.99
2025-02-19,IF_ASM_002,60,80,19,40,1.007,52.81
2025-02-19,IF_DLV_001,100,100,65,40,1.007,77.45
2025-02-20,IF_ORD_001,100,90,45,39,1.008,70.05
2025-02-20,IF_PAY_001,100,100,46,39,1.008,69.8
2025-02-20,IF_PAY_002,25,30,7,39,1.008,23.65
2025-02-20,IF_ORD_002,100,90,27,39,1.008,76.62
2025-02-20,IF_ORD_003,60,80,22,39,1.008,57.88
2025-02-20,IF_MFG_001,60,75,40,39,1.008,55.33
2025-02-20,IF_MFG_002,25,65,22,39,1.008,39.65
2025-02-20,IF_MFG_003,25,35,20,39,1.008,31.46
2025-02-20,IF_MFG_004,5,20,10,39,1.008,18.36
2025-02-20,IF_PRC_001,60,70,22,39,1.008,49.39
2025-02-20,IF_PRC_002,25,55,18,39,1.008,33.05
2025-02-20,IF_PRC_003,5,15,16,39,1.008,21.64
2025-02-20,IF_ASM_001,60,85,16,39,1.008,59.78
2025-02-20,IF_ASM_002,60,80,25,39,1.008,52.48
2025-02-20,IF_DLV_001,100,100,44,39,1.008,74.43
2025-02-21,IF_ORD_001,100,90,97,38,1.009,72.29
2025-02-21,IF_PAY_001,100,100,26,38,1.009,74.85
2025-02-21,IF_PAY_002,25,30,27,38,1.009,34.73
2025-02-21,IF_ORD_002,100,90,64,38,1.009,69.45
2025-02-21,IF_ORD_003,60,80,21,38,1.009,57.05
2025-02-21,IF_MFG_001,60,75,15,38,1.009,49.17
2025-02-21,IF_MFG_002,25,65,16,38,1.009,35.71
2025-02-21,IF_MFG_003,25,35,20,38,1.009,23.66
2025-02-21,IF_MFG_004,5,20,12,38,1.009,20.83
2025-02-21,IF_PRC_001,60,70,32,38,1.009,51.35
2025-02-21,IF_PRC_002,25,55,10,38,1.009,31.65
2025-02-21,IF_PRC_003,5,15,14,38,1.009,18.69
2025-02-21,IF_ASM_001,60,85,32,38,1.009,54.4
2025-02-21,IF_ASM_002,60,80,30,38,1.009,53.32
2025-02-21,IF_DLV_001,100,100,37,38,1.009,70.87
2025-02-22,IF_ORD_001,100,90,44,37,1.01,71.73
2025-02-22,IF_PAY_001,100,100,33,37,1.01,78.19
2025-02-22,IF_PAY_002,25,30,24,37,1.01,29.45
2025-02-22,IF_ORD_002,100,90,34,37,1.01,73.2
2025-02-22,IF_ORD_003,60,80,36,37,1.01,57.33
2025-02-22,IF_MFG_001,60,75,30,37,1.01,51.59
2025-02-22,IF_MFG_002,25,65,15,37,1.01,42.36
2025-02-22,IF_MFG_003,25,35,14,37,1.01,30.47
2025-02-22,IF_MFG_004,5,20,21,37,1.01,23.98
2025-02-22,IF_PRC_001,60,70,30,37,1.01,53.32
2025-02-22,IF_PRC_002,25,55,12,37,1.01,37.72
2025-02-22,IF_PRC_003,5,15,14,37,1.01,19.24
2025-02-22,IF_ASM_001,60,85,25,37,1.01,56.78
2025-02-22,IF_ASM_002,60,80,21,37,1.01,50.94
2025-02-22,IF_DLV_001,100,100,34,37,1.01,75.9
2025-02-23,IF_ORD_001,100,90,50,36,1.012,72.5
2025-02-23,IF_PAY_001,100,100,54,36,1.012,78.24
2025-02-23,IF_PAY_002,25,30,12,36,1.012,23.84
2025-02-23,IF_ORD_002,100,90,53,36,1.012,72.44
2025-02-23,IF_ORD_003,60,80,27,36,1.012,48.14
2025-02-23,IF_MFG_001,60,75,30,36,1.012,55.8
2025-02-23,IF_MFG_002,25,65,27,36,1.012,40.32
2025-02-23,IF_MFG_003,25,35,12,36,1.012,28.94
2025-02-23,IF_MFG_004,5,20,8,36,1.012,23.46
2025-02-23,IF_PRC_001,60,70,20,36,1.012,50.75
2025-02-23,IF_PRC_002,25,55,7,36,1.012,35.49
2025-02-23,IF_PRC_003,5,15,12,36,1.012,19.44
2025-02-23,IF_ASM_001,60,85,31,36,1.012,60.83
2025-02-23,IF_ASM_002,60,80,43,36,1.012,60.28
2025-02-23,IF_DLV_001,100,100,24,36,1.012,68.9
2025-02-24,IF_ORD_001,100,90,51,35,1.013,76.24
2025-02-24,IF_PAY_001,100,100,44,35,1.013,76.31
2025-02-24,IF_PAY_002,25,30,18,35,1.013,31.62
2025-02-24,IF_ORD_002,100,90,35,35,1.013,71.19
2025-02-24,IF_ORD_003,60,80,28,35,1.013,54.98
2025-02-24,IF_MFG_001,60,75,28,35,1.013,55.69
2025-02-24,IF_MFG_002,25,65,18,35,1.013,38.41
2025-02-24,IF_MFG_003,25,35,21,35,1.013,24.64
2025-02-24,IF_MFG_004,5,20,10,35,1.013,18.62
2025-02-24,IF_PRC_001,60,70,44,35,1.013,55.8
2025-02-24,IF_PRC_002,25,55,24,35,1.013,32.5
2025-02-24,IF_PRC_003,5,15,5,35,1.013,13.66
2025-02-24,IF_ASM_001,60,85,115,35,1.013,61.94
2025-02-24,IF_ASM_002,60,80,22,35,1.013,53.04
2025-02-24,IF_DLV_001,100,100,33,35,1.013,73.21
2025-02-25,IF_ORD_001,100,90,27,34,1.016,69.72
2025-02-25,IF_PAY_001,100,100,23,34,1.016,71.69
2025-02-25,IF_PAY_002,25,30,19,34,1.016,31.78
2025-02-25,IF_ORD_002,100,90,47,34,1.016,69.76
2025-02-25,IF_ORD_003,60,80,36,34,1.016,53.88
2025-02-25,IF_MFG_001,60,75,26,34,1.016,53.41
2025-02-25,IF_MFG_002,25,65,21,34,1.016,43.55
2025-02-25,IF_MFG_003,25,35,11,34,1.016,32.27
2025-02-25,IF_MFG_004,5,20,13,34,1.016,19.48
2025-02-25,IF_PRC_001,60,70,24,34,1.016,50.79
2025-02-25,IF_PRC_002,25,55,22,34,1.016,38.46
2025-02-25,IF_PRC_003,5,15,10,34,1.016,15.32
2025-02-25,IF_ASM_001,60,85,19,34,1.016,54.74
2025-02-25,IF_ASM_002,60,80,46,34,1.016,61.05
2025-02-25,IF_DLV_001,100,100,44,34,1.016,77.8
2025-02-26,IF_ORD_001,100,90,45,33,1.018,69.38
2025-02-26,IF_PAY_001,100,100,30,33,1.018,79.97
2025-02-26,IF_PAY_002,25,30,8,33,1.018,26.94
2025-02-26,IF_ORD_002,100,90,55,33,1.018,71.86
2025-02-26,IF_ORD_003,60,80,39,33,1.018,54.9
2025-02-26,IF_MFG_001,60,75,22,33,1.018,52.15
2025-02-26,IF_MFG_002,25,65,14,33,1.018,39.15
2025-02-26,IF_MFG_003,25,35,17,33,1.018,33.08
2025-02-26,IF_MFG_004,5,20,8,33,1.018,17.46
2025-02-26,IF_PRC_001,60,70,29,33,1.018,55.38
2025-02-26,IF_PRC_002,25,55,12,33,1.018,33.57
2025-02-26,IF_PRC_003,5,15,7,33,1.018,16.3
2025-02-26,IF_ASM_001,60,85,40,33,1.018,54.53
2025-02-26,IF_ASM_002,60,80,31,33,1.018,57.85
2025-02-26,IF_DLV_001,100,100,32,33,1.018,71.65
2025-02-27,IF_ORD_001,100,90,52,32,1.021,77.14
2025-02-27,IF_PAY_001,100,100,28,32,1.021,76.76
2025-02-27,IF_PAY_002,25,30,76,32,1.021,36.24
2025-02-27,IF_ORD_002,100,90,49,32,1.021,72.03
2025-02-27,IF_ORD_003,60,80,40,32,1.021,53.74
2025-02-27,IF_MFG_001,60,75,122,32,1.021,64.81
2025-02-27,IF_MFG_002,25,65,21,32,1.021,35.28
2025-02-27,IF_MFG_003,25,35,20,32,1.021,25.84
2025-02-27,IF_MFG_004,5,20,10,32,1.021,17.92
